StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
10/21/2023 2:34,10/21/2023 3:07,IP Address,100,1992,TRUE,10/21/2023 3:07,R_3Gjjb1xwEVWMzbq,,,,,anonymous,EN,CONSENT,11216 Bedford Stuyvesant - Crown Heights (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),500,0,250,250,I was not working or studying  from March through December 2020,Agree,Agree,Do not know,Do not know,Agree,Do not know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,,,...were available near me and I attended multiple times each week.,No,,I could have stayed at home but would have had some contact with those I live with,I lived with other people in a home where it was not possible to isolate,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,"Rarely, when it could not be avoided",Things will be somewhat worse,I only had internet access on my phone,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off much of the balance,1956,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11217 Downtown - Heights - Slope (Brooklyn),,,,,,,,653370e1-9221-319d-86a6-89953d2799c7
10/21/2023 2:51,10/21/2023 3:16,IP Address,100,1488,TRUE,10/21/2023 3:16,R_3W5FpdFRaLqwsSZ,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),0,200,300,500,My work or school went remote in March 2020 but gradually added in-person by December 2020,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,,,,,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1986,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),,,,,,,,653374ed-5ec8-721e-1f5c-31b54300f7c5
10/21/2023 3:17,10/21/2023 3:25,IP Address,100,484,TRUE,10/21/2023 3:25,R_2uyokmcB36uxXCX,,,,,anonymous,EN,CONSENT,11206 Williamsburg - Bushwick (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,450,0,550,0,My work or school was entirely in-person from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,,,...were available near me and I attended once.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,Weekly,Weekly,The same as before the pandemic,Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became much worse,I generally pay off the interest but not the balance,1997,Man,,Secondary school (high school),Not in paid employment (looking for work),Hispanic,,,,,,,,,,65337b08-ff4d-ef12-e012-c5967fea198f
10/21/2023 3:33,10/21/2023 3:34,IP Address,100,47,TRUE,10/21/2023 3:34,R_31QW8swT0iNkIps,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65337e9c-923b-b4bd-a7c0-52bb2835b1de
10/21/2023 3:46,10/21/2023 3:56,IP Address,100,585,TRUE,10/21/2023 3:56,R_2vdZR9CowtB6OId,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),250,150,200,400,My work or school was entirely in-person from March through December 2020,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,,...were available near me but I did not attend.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Once or twice a month,Weekly,Weekly,Weekly,Things will be much better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat better,I generally pay off the interest but not the balance,1985,Man,,MBA,Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),,,,,,,,6533819a-9ae2-d01b-c62e-ccd5b57aca22
10/21/2023 4:54,10/21/2023 5:00,IP Address,100,402,TRUE,10/21/2023 5:00,R_pbm7cORUS5OfR8R,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,0,500,0,500,My work or school went remote in March 2020 but gradually added in-person by December 2020,Do not know,Do not know,Do not know,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Do not know,Strongly disagree,Do not know,Do not know,Agree,Agree,,,,,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,Things will be much worse,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1990,Man,,Secondary school (high school),Not in paid employment (by choice),Hispanic,,,,,,,,,,653390b4-e286-8bdf-8812-b97cd3ec6938
10/21/2023 5:01,10/21/2023 5:19,IP Address,100,1096,TRUE,10/21/2023 5:19,R_3DiqoASSkQOvqs4,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),0,200,800,0,I was not working or studying  from March through December 2020,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,,,,,...were never something I would have considered doing in 2020.,No,,I would have had to go out on multiple occasions even if other people were out,"I lived with other people in a home where it was not possible to isolate,Delivery services were too expensive,It was not possible for me to remain at home due to work/family/care/personal obligations",,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1990,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),White,,10029 East Harlem (Manhattan),,,,,,,,16563c10-3cf7-28e9-1df9-087d07f0648a
10/21/2023 5:20,10/21/2023 5:38,IP Address,100,1041,TRUE,10/21/2023 5:38,R_2XmPd6n3G93zkfs,,,,,anonymous,EN,CONSENT,10454 Hunts Point - Mott Haven (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),800,100,100,0,My work or school was entirely remote from March through December 2020,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Disagree,Disagree,...were never something I would have considered doing in 2020.,Yes,I was able to remain completely isolated for the recommended time,,,,I never left home in this period,I always wore it when I left home,I never left home in this period,I never left home in this period,I never left home in this period,The same as before the pandemic,The same as before the pandemic,Once or twice a month,The same as before the pandemic,The same as before the pandemic,Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off much of the balance,2000,Woman,,Secondary school (high school),Not in paid employment (by choice),Hispanic,,,,,,,,,,653397cf-faca-1eb0-6458-d015491c4871
10/21/2023 5:38,10/21/2023 5:43,IP Address,100,256,TRUE,10/21/2023 5:43,R_OduKCCtXY3wsHHH,,,,,anonymous,EN,CONSENT,10001 Chelsea - Clinton (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,30,500,300,170,My work or school was entirely remote from March through December 2020,Strongly disagree,Disagree,Do not know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,...were available near me but I did not attend.,No,,I would have (had to) continue my normal routine and regularly had contact with others,Delivery services were too expensive,,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Once or twice a month,Never,Never,Never,Never,Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,2000,Man,,Secondary school (high school),Not in paid employment (looking for work),Black or African-American,,,,,,,,,,65339c27-63f9-71eb-adad-51665c8ab878
10/21/2023 5:45,10/21/2023 5:46,IP Address,100,84,TRUE,10/21/2023 5:46,R_1K12p9riT4OSkTf,,,,,anonymous,EN,CONSENT,11420 Southwest Queens (Queens),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65339d88-d098-bd46-e59b-5f00633406c0
10/21/2023 6:38,10/21/2023 6:48,IP Address,100,582,TRUE,10/21/2023 6:48,R_3h6JUkpmWbLCZmE,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,1000,0,0,0,My work or school was entirely remote from March through December 2020,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,,,Strongly disagree,Strongly disagree,...were something I considered but none were available near me.,No,,I could have isolated for the entire recommended time,,,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1971,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11234 Canarsie - Flatlands (Brooklyn),,,,,,,,6533aa2e-cac5-9ed4-25cf-836c450318f3
10/21/2023 7:13,10/21/2023 7:22,IP Address,100,530,TRUE,10/21/2023 7:22,R_1o1EWanqMSBKyYo,,,,,anonymous,EN,CONSENT,11375 Ridgewood - Forest Hills (Queens),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 25% chance of $200 (75% chance of $0),0,0,1000,0,My work or school was entirely in-person from March through December 2020,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly agree,,,...were available near me but I did not attend.,Yes,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,When most people were masking,When places were crowded,When places were crowded,When places were crowded,When places were crowded,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1993,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Asian,Hispanic",,10001 Chelsea - Clinton (Manhattan),,,,,,,,6533b25f-a3e4-7178-7d81-663c68f2c2ff
