ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_sBdoeztIDmW4K5j,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I only had internet access on my phone,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I generally pay off the interest but not the balance,1990.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,5,3.0,5.0,6,4,3,34.0,1,5,6,3.0
R_eDlP8PBy8NNKg7f,10025 Upper West Side (Manhattan),Things will be somewhat worse,I always had access through my provider,I paid off my bills and saved a small amount,I have to take on a lot of debt to pay my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,1985.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,2,6.0,5.0,3,1,2,39.0,-1,5,6,3.0
R_3P78Eh9DNtx2kft,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat better,I only had internet access on my phone,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,1988.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,4,3.0,4.0,4,3,3,36.0,-1,7,6,3.0
R_1CD5oJIEmrTpTYk,10003 Union Square - Lower East Side (Manhattan),Things will be about the same,I had to use a hotspot to access the internet,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1989.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10003,3,5.0,3.0,5,3,2,35.0,1,4,6,3.0
R_3JgGnFqaHqnMe9M,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat worse,I always had access through my provider,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became much worse,I generally pay off the interest but not the balance,1986.0,Man,,Doctoral degree,Full-time student,White,,10002 Union Square - Lower East Side (Manhattan),10002,2,6.0,2.0,1,1,3,38.0,-1,7,4,3.0
R_3LjTKWtjPBf0E87,10002 Union Square - Lower East Side (Manhattan),Things will be much worse,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1987.0,Woman,,Doctoral degree,Full-time student,White,,10002 Union Square - Lower East Side (Manhattan),10002,1,6.0,2.0,3,1,1,37.0,1,7,4,3.0
R_2zY0IdOYeYfLEUb,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I am unable to pay all of my bills,My financial situation became much better,My debts increase beyond what I earn in a given month,1988.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,5,6.0,6.0,1,5,1,36.0,-1,7,6,3.0
R_3kcAimGSWdBZYni,10002 Union Square - Lower East Side (Manhattan),Things will be much worse,I usually had access but there were some extended outages,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1987.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",10002,1,4.0,1.0,1,1,1,37.0,1,5,6,3.0
R_1pMVYqWAPSg8bAf,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1978.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,4,6.0,6.0,6,4,6,46.0,-1,5,6,3.0
R_2rp82fh9EkJRqll,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I only had internet access on my phone,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1978.0,Man,,Doctoral degree,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,5,3.0,5.0,6,4,6,46.0,-1,7,6,3.0
R_301Yu6iSwyrtoMY,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1967.0,Man,,MBA,Employed part-time (less than 25 hours per week),Hispanic,,10002 Union Square - Lower East Side (Manhattan),10002,5,6.0,6.0,5,3,2,57.0,-1,6,5,4.0
R_Zqqp7IoztaDdWcF,10002 Union Square - Lower East Side (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became much worse,I pay off much of the balance,1962.0,Man,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Black or African-American,,,10002,1,6.0,1.0,2,1,4,62.0,-1,2,2,2.0
R_3q9WmOQyQYLN7op,10002 Union Square - Lower East Side (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1987.0,Woman,,Graduate (Masters or equivalent),Full-time student,White,,10002 Union Square - Lower East Side (Manhattan),10002,1,6.0,1.0,1,1,1,37.0,1,5,4,3.0
R_1eVQ9CJGd784GSD,10002 Union Square - Lower East Side (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I generally pay off the interest but not the balance,1987.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,1,6.0,1.0,1,1,3,37.0,1,5,6,3.0
R_31AcDfcScq0yfm0,10002 Union Square - Lower East Side (Manhattan),Things will be about the same,I usually had access but there were some extended outages,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,2000.0,Man,,Vocational school,Full-time student,White,,10002 Union Square - Lower East Side (Manhattan),10002,3,4.0,2.0,1,3,1,24.0,-1,3,4,3.0
R_xzKOOwIsVQPiFmF,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat better,I only had internet access on my phone,I had to take on a lot of debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,1987.0,Man,,MBA,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,4,3.0,2.0,5,3,1,37.0,-1,6,6,3.0
R_AG6QBuRIAffVdND,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I pay off much of the balance,1948.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,3,6.0,3.0,2,3,4,76.0,1,4,6,3.0
R_3DooCeilTUvpFUM,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat worse,I did not have access at home and had to use it elsehwere,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1991.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Other,other,10002 Union Square - Lower East Side (Manhattan),10002,2,1.0,2.0,3,2,5,33.0,1,3,6,0.0
R_1gbZTxN55LbKKHv,10001 Chelsea - Clinton (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became much better,I generally pay off the interest but not the balance,1981.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10011 Chelsea - Clinton (Manhattan),10001,4,6.0,5.0,5,5,3,43.0,-1,5,6,3.0
R_W0Zq0aBn83bNA6R,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1986.0,Woman,,MBA,Employed full-time (25+ hours per week),White,,10002 Union Square - Lower East Side (Manhattan),10002,5,6.0,5.0,4,3,6,38.0,1,6,6,3.0
R_PIEwU8UZqDcmAnL,11234 Canarsie - Flatlands (Brooklyn),Things will be much worse,I usually had access but there were some extended outages,I was unable to pay all of my bills,I have to take on a lot of debt to pay my bills,My financial situation became much worse,I generally pay off the interest but not the balance,1977.0,Woman,,Doctoral degree,Employed full-time (25+ hours per week),White,,11235 Coney Island - Sheepshead Bay (Brooklyn),11234,1,4.0,1.0,3,1,3,47.0,1,7,6,3.0
R_3iWFKZzL8d8rDaQ,10002 Union Square - Lower East Side (Manhattan),Things will be much better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,1986.0,Woman,,Graduate (Masters or equivalent),Click to write Choice 7,White,,10002 Union Square - Lower East Side (Manhattan),10002,5,6.0,2.0,2,3,3,38.0,1,5,0,3.0
R_0oclVB8OG7HxJiF,10006 Lower Manhattan (Manhattan),Things will be much worse,I did not have access at home and had to use it elsehwere,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,2002.0,Man,,Primary school,Not in paid employment (by choice),Arab/Middle Eastern,,,10006,1,1.0,1.0,1,1,1,22.0,-1,1,3,1.0
R_3IQMkhDgrl7JMQP,10005 Lower Manhattan (Manhattan),Things will be about the same,I had to find public spaces to access internet,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1990.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10005 Lower Manhattan (Manhattan),10005,3,2.0,5.0,6,4,6,34.0,-1,4,6,3.0
