ResponseId,MODZCTA,modzcta_count,mask_march2020,mask_spring2020,mask_summer2020,mask_fall2020,mask_winter2020,indoor_march2020,indoor_spring2020,indoor_summer2020,indoor_fall2020,indoor_winter2020,mask_march2020_num,mask_spring2020_num,mask_summer2020_num,mask_fall2020_num,mask_winter2020_num,mask_march2020_num_avg,mask_spring2020_num_avg,mask_summer2020_num_avg,mask_fall2020_num_avg,mask_winter2020_num_avg,mask_averages,mask_color,indoor_march2020_num,indoor_spring2020_num,indoor_summer2020_num,indoor_fall2020_num,indoor_winter2020_num,indoor_averages,indoor_color
R_1dGjlDSJv2i8j7U,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1dGOWcS0BkRBILA,11101,33.0,I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I never left home in this period,Never,Never,Once or twice a month,Weekly,Never,[0],[0],[1],[1],[0],0.0,0.0,1.0,1.0,0.0,"[0.0, 0.0, 1.0, 1.0, 0.0]",orange,0,0,2,3,0,"[0, 0, 2, 3, 0]",orange
R_1dgVjB6qprc7Sy6,10002,121.0,"When most people were masking,Indoors,When places were crowded","When most people were masking,When places were crowded","Only in places that forced it,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors","When most people were masking,When places were crowded",Multiple times each week,Multiple times each week,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,"[4, 3, 2]","[4, 2]","[5, 3, 2]","[5, 4, 3]","[4, 2]",3.0,3.0,3.3333333333333335,4.0,3.0,"[3.0, 3.0, 3.3333333333333335, 4.0, 3.0]",orange,4,4,5,5,5,"[4, 4, 5, 5, 5]",blue
R_1dH0COwvLHWHB3J,11234,99.0,I never wore a mask when I left home,I always wore it when I left home,Only in places that forced it,Only in places that forced it,Only in places that forced it,Once or twice a month,Never,Weekly,Weekly,Weekly,[6],[1],[5],[5],[5],6.0,1.0,5.0,5.0,5.0,"[6.0, 1.0, 5.0, 5.0, 5.0]",red,2,0,3,3,3,"[2, 0, 3, 3, 3]",blue
R_1DLHMi2dgq4zS08,11226,92.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[1],[1],[1],[1],0.0,1.0,1.0,1.0,1.0,"[0.0, 1.0, 1.0, 1.0, 1.0]",blue,1,0,1,1,1,"[1, 0, 1, 1, 1]",orange
R_1dmCxdgd10xAX7z,10463,2.0,I always wore it when I left home,When places were crowded,When places were crowded,When places were crowded,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[2],[2],[2],[0],1.0,2.0,2.0,2.0,0.0,"[1.0, 2.0, 2.0, 2.0, 0.0]",red,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1dmdyllWi4xP1h9,10001,22.0,Only in places that forced it,When most people were masking,Only in places that forced it,When most people were masking,I never wore a mask when I left home,The same as before the pandemic,Weekly,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[5],[4],[5],[4],[6],5.0,4.0,5.0,4.0,6.0,"[5.0, 4.0, 5.0, 4.0, 6.0]",blue,5,3,0,1,1,"[5, 3, 0, 1, 1]",red
R_1dN5rFsGgaSYNnd,10001,22.0,I always wore it when I left home,"When most people were masking,Indoors,When places were crowded",I always wore it when I left home,I always wore it when I left home,"When most people were masking,Indoors,When places were crowded",Weekly,Once or twice a month,Weekly,"Rarely, when it could not be avoided",Multiple times each week,[1],"[4, 3, 2]",[1],[1],"[4, 3, 2]",1.0,3.0,1.0,1.0,3.0,"[1.0, 3.0, 1.0, 1.0, 3.0]",blue,3,2,3,1,4,"[3, 2, 3, 1, 4]",blue
R_1DNm2CPcNgThneS,11206,75.0,"Only in places that forced it,When most people were masking",I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Never,Once or twice a month,Weekly,Once or twice a month,"[5, 4]",[1],[1],[1],[1],4.5,1.0,1.0,1.0,1.0,"[4.5, 1.0, 1.0, 1.0, 1.0]",red,2,0,2,3,2,"[2, 0, 2, 3, 2]",orange
R_1DouVpgZJ9NLHps,11209,6.0,I always wore it when I left home,I never left home in this period,When most people were masking,Indoors,When places were crowded,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Weekly,[1],[0],[4],[3],[2],1.0,0.0,4.0,3.0,2.0,"[1.0, 0.0, 4.0, 3.0, 2.0]",blue,1,1,1,1,3,"[1, 1, 1, 1, 3]",blue
R_1DqC3dT0WG3FDjA,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,1,1,1,2,"[0, 1, 1, 1, 2]",blue
R_1DS7lGBEaPw4LSc,10453,73.0,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[6],[6],[6],[6],[6],6.0,6.0,6.0,6.0,6.0,"[6.0, 6.0, 6.0, 6.0, 6.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_1DUaSDiT948kH9A,10453,73.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,Multiple times each week,Multiple times each week,Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,5,4,4,2,"[5, 5, 4, 4, 2]",red
R_1dufweLFMGHzUka,10453,73.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Indoors,When places were crowded","Indoors,When places were crowded",Never,Never,Never,Never,Never,[1],[1],[1],"[3, 2]","[3, 2]",1.0,1.0,1.0,2.5,2.5,"[1.0, 1.0, 1.0, 2.5, 2.5]",blue,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1duwIJbLb2HZUzS,10002,121.0,When most people were masking,"Only in places that forced it,When most people were masking",I never wore a mask when I left home,Indoors,Only in places that forced it,Multiple times each week,The same as before the pandemic,Multiple times each week,Weekly,Multiple times each week,[4],"[5, 4]",[6],[3],[5],4.0,4.5,6.0,3.0,5.0,"[4.0, 4.5, 6.0, 3.0, 5.0]",blue,4,5,4,3,4,"[4, 5, 4, 3, 4]",orange
R_1DY0i4m6u3ZQBPi,10303,1.0,"Only in places that forced it,Indoors","When most people were masking,Indoors","Only in places that forced it,Indoors","When most people were masking,Indoors","When most people were masking,Indoors",Weekly,Multiple times each week,The same as before the pandemic,Multiple times each week,Multiple times each week,"[5, 3]","[4, 3]","[5, 3]","[4, 3]","[4, 3]",4.0,3.5,4.0,3.5,3.5,"[4.0, 3.5, 4.0, 3.5, 3.5]",red,3,4,5,4,4,"[3, 4, 5, 4, 4]",blue
R_1DYiSPJHC4FyBOb,11428,1.0,Only in places that forced it,Indoors,I always wore it when I left home,I always wore it when I left home,When places were crowded,Weekly,Once or twice a month,Weekly,"Rarely, when it could not be avoided",The same as before the pandemic,[5],[3],[1],[1],[2],5.0,3.0,1.0,1.0,2.0,"[5.0, 3.0, 1.0, 1.0, 2.0]",red,3,2,3,1,5,"[3, 2, 3, 1, 5]",blue
R_1dyPcnmVzi3tCU1,10452,4.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,I always wore it when I left home,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[5],[1],1.0,1.0,1.0,5.0,1.0,"[1.0, 1.0, 1.0, 5.0, 1.0]",orange,2,1,1,1,1,"[2, 1, 1, 1, 1]",red
R_1dyPgfMKwb0WUI0,11375,40.0,When most people were masking,"Indoors,When places were crowded",When most people were masking,I always wore it when I left home,I always wore it when I left home,Weekly,"Rarely, when it could not be avoided",Never,Once or twice a month,Once or twice a month,[4],"[3, 2]",[4],[1],[1],4.0,2.5,4.0,1.0,1.0,"[4.0, 2.5, 4.0, 1.0, 1.0]",red,3,1,0,2,2,"[3, 1, 0, 2, 2]",red
R_1DzJASQOXieylEd,11375,40.0,Only in places that forced it,Indoors,Indoors,Indoors,Indoors,Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Weekly,[5],[3],[3],[3],[3],5.0,3.0,3.0,3.0,3.0,"[5.0, 3.0, 3.0, 3.0, 3.0]",red,0,1,2,2,3,"[0, 1, 2, 2, 3]",blue
R_1E5LV9WhaD3M6rw,10006,8.0,I never left home in this period,Indoors,When most people were masking,I never wore a mask when I left home,Indoors,Never,Once or twice a month,Weekly,Multiple times each week,"Rarely, when it could not be avoided",[0],[3],[4],[6],[3],0.0,3.0,4.0,6.0,3.0,"[0.0, 3.0, 4.0, 6.0, 3.0]",blue,0,2,3,4,1,"[0, 2, 3, 4, 1]",blue
R_1E6FdnDxoTdIUmR,11226,92.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Once or twice a month,Once or twice a month,Once or twice a month,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,2,2,2,0,"[0, 2, 2, 2, 0]",orange
R_1EbzhzZCnRVJsz5,10001,22.0,I never wore a mask when I left home,Indoors,Indoors,I never wore a mask when I left home,Only in places that forced it,Weekly,Never,"Rarely, when it could not be avoided",Never,Never,[6],[3],[3],[6],[5],6.0,3.0,3.0,6.0,5.0,"[6.0, 3.0, 3.0, 6.0, 5.0]",red,3,0,1,0,0,"[3, 0, 1, 0, 0]",red
R_1EcJIFcSyW0s8Of,10012,6.0,"Only in places that forced it,When places were crowded",Indoors,"When most people were masking,Indoors",When most people were masking,"Only in places that forced it,Indoors",Multiple times each week,Multiple times each week,Multiple times each week,The same as before the pandemic,The same as before the pandemic,"[5, 2]",[3],"[4, 3]",[4],"[5, 3]",3.5,3.0,3.5,4.0,4.0,"[3.5, 3.0, 3.5, 4.0, 4.0]",blue,4,4,4,5,5,"[4, 4, 4, 5, 5]",blue
R_1eEqKmtvMjz5S1a,11226,92.0,When places were crowded,"When most people were masking,When places were crowded",I always wore it when I left home,"Only in places that forced it,Indoors","Only in places that forced it,When most people were masking,When places were crowded",Multiple times each week,Multiple times each week,Weekly,Multiple times each week,Weekly,[2],"[4, 2]",[1],"[5, 3]","[5, 4, 2]",2.0,3.0,1.0,4.0,3.6666666666666665,"[2.0, 3.0, 1.0, 4.0, 3.6666666666666665]",blue,4,4,3,4,3,"[4, 4, 3, 4, 3]",red
R_1Eg0J2rMTfvr1HZ,10002,121.0,I never left home in this period,Only in places that forced it,When most people were masking,Only in places that forced it,Only in places that forced it,The same as before the pandemic,Multiple times each week,The same as before the pandemic,Multiple times each week,The same as before the pandemic,[0],[5],[4],[5],[5],0.0,5.0,4.0,5.0,5.0,"[0.0, 5.0, 4.0, 5.0, 5.0]",blue,5,4,5,4,5,"[5, 4, 5, 4, 5]",orange
R_1eIxsaNUPJdGvai,10473,66.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Weekly,Weekly,Weekly,Weekly,Weekly,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,3,3,3,3,3,"[3, 3, 3, 3, 3]",green
R_1eQ6c64U2rMWUqe,10021,3.0,Only in places that forced it,When most people were masking,When most people were masking,I never left home in this period,Indoors,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Weekly,Weekly,[5],[4],[4],[0],[3],5.0,4.0,4.0,0.0,3.0,"[5.0, 4.0, 4.0, 0.0, 3.0]",red,2,1,1,3,3,"[2, 1, 1, 3, 3]",blue
R_1erX4oR0YjaGgKd,10473,66.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1eS1dAVNeO8b3En,11207,6.0,"Only in places that forced it,Indoors,When places were crowded",I never wore a mask when I left home,When most people were masking,I never left home in this period,Indoors,The same as before the pandemic,Multiple times each week,Weekly,Weekly,"Rarely, when it could not be avoided","[5, 3, 2]",[6],[4],[0],[3],3.3333333333333335,6.0,4.0,0.0,3.0,"[3.3333333333333335, 6.0, 4.0, 0.0, 3.0]",red,5,4,3,3,1,"[5, 4, 3, 3, 1]",red
R_1eVQ9CJGd784GSD,10002,121.0,I never left home in this period,When most people were masking,When most people were masking,I never wore a mask when I left home,I never wore a mask when I left home,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Once or twice a month,Once or twice a month,[0],[4],[4],[6],[6],0.0,4.0,4.0,6.0,6.0,"[0.0, 4.0, 4.0, 6.0, 6.0]",blue,1,2,3,2,2,"[1, 2, 3, 2, 2]",blue
R_1EZr2LYvwoB59Sl,10304,33.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1F2ILSnYv6rhVTr,10003,14.0,Indoors,Indoors,I never left home in this period,Indoors,I never wore a mask when I left home,Never,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[3],[3],[0],[3],[6],3.0,3.0,0.0,3.0,6.0,"[3.0, 3.0, 0.0, 3.0, 6.0]",blue,0,0,0,1,1,"[0, 0, 0, 1, 1]",blue
R_1f40GeMi48IKNYU,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,"Rarely, when it could not be avoided",Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,1,0,0,0,"[0, 1, 0, 0, 0]",orange
R_1F8N3mWFMoosetQ,10018,2.0,Only in places that forced it,I always wore it when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,Multiple times each week,Never,"Rarely, when it could not be avoided",Weekly,"Rarely, when it could not be avoided",[5],[1],[6],[6],[6],5.0,1.0,6.0,6.0,6.0,"[5.0, 1.0, 6.0, 6.0, 6.0]",blue,4,0,1,3,1,"[4, 0, 1, 3, 1]",red
R_1F8qJGnHAjocQly,10304,33.0,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Only in places that forced it,Only in places that forced it,Weekly,"Rarely, when it could not be avoided",Multiple times each week,Once or twice a month,Weekly,[1],[1],[5],[5],[5],1.0,1.0,5.0,5.0,5.0,"[1.0, 1.0, 5.0, 5.0, 5.0]",blue,3,1,4,2,3,"[3, 1, 4, 2, 3]",orange
R_1fcFNKFElfwCQWQ,11104,1.0,Only in places that forced it,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[5],[1],[1],[1],[1],5.0,1.0,1.0,1.0,1.0,"[5.0, 1.0, 1.0, 1.0, 1.0]",red,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1fdaAEGThV9k0KN,11206,75.0,When most people were masking,When most people were masking,When most people were masking,When most people were masking,Only in places that forced it,Weekly,Weekly,Weekly,Weekly,Weekly,[4],[4],[4],[4],[5],4.0,4.0,4.0,4.0,5.0,"[4.0, 4.0, 4.0, 4.0, 5.0]",blue,3,3,3,3,3,"[3, 3, 3, 3, 3]",green
R_1FFFFEW8xKaSJFS,11206,75.0,"Only in places that forced it,Indoors",I never wore a mask when I left home,Only in places that forced it,When most people were masking,Only in places that forced it,Weekly,Once or twice a month,Multiple times each week,Weekly,Once or twice a month,"[5, 3]",[6],[5],[4],[5],4.0,6.0,5.0,4.0,5.0,"[4.0, 6.0, 5.0, 4.0, 5.0]",blue,3,2,4,3,2,"[3, 2, 4, 3, 2]",red
R_1fgegcUFefPTUBb,10025,134.0,I always wore it when I left home,I always wore it when I left home,When places were crowded,When places were crowded,"When most people were masking,When places were crowded",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Weekly,[1],[1],[2],[2],"[4, 2]",1.0,1.0,2.0,2.0,3.0,"[1.0, 1.0, 2.0, 2.0, 3.0]",blue,0,1,1,2,3,"[0, 1, 1, 2, 3]",blue
R_1FggAuBFubVg83W,11226,92.0,"When most people were masking,Indoors",Indoors,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Weekly,Weekly,Weekly,Weekly,"Rarely, when it could not be avoided","[4, 3]",[3],[1],[1],[5],3.5,3.0,1.0,1.0,5.0,"[3.5, 3.0, 1.0, 1.0, 5.0]",blue,3,3,3,3,1,"[3, 3, 3, 3, 1]",red
R_1fkjWEwesoMDuyD,10029,108.0,"Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When places were crowded","Only in places that forced it,When places were crowded","Only in places that forced it,When most people were masking,When places were crowded",Never,Once or twice a month,Once or twice a month,Weekly,Once or twice a month,"[5, 4, 2]","[5, 4, 2]","[5, 2]","[5, 2]","[5, 4, 2]",3.6666666666666665,3.6666666666666665,3.5,3.5,3.6666666666666665,"[3.6666666666666665, 3.6666666666666665, 3.5, 3.5, 3.6666666666666665]",orange,0,2,2,3,2,"[0, 2, 2, 3, 2]",blue
R_1Fm4tzC4awssz8W,11234,99.0,When most people were masking,"When most people were masking,Indoors","Only in places that forced it,When most people were masking",When most people were masking,Indoors,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[4],"[4, 3]","[5, 4]",[4],[3],4.0,3.5,4.5,4.0,3.0,"[4.0, 3.5, 4.5, 4.0, 3.0]",red,2,1,1,1,1,"[2, 1, 1, 1, 1]",red
R_1FmF558sXfo7lqc,11420,20.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,0,1,1,2,"[2, 0, 1, 1, 2]",orange
