,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
698,699,R_1EZr2LYvwoB59Sl,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,600,400,0,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
708,709,R_1F2ILSnYv6rhVTr,10003 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",260,240,200,300,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
717,718,R_1F8N3mWFMoosetQ,10018 Chelsea - Clinton (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,300,200,200,39,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
726,727,R_1F8qJGnHAjocQly,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
735,736,R_1fcFNKFElfwCQWQ,11104 Long Island City - Astoria (Queens),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,22,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
743,744,R_1fdaAEGThV9k0KN,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",900,0,100,0,26,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
752,753,R_1fgegcUFefPTUBb,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,150,400,250,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
762,763,R_1FggAuBFubVg83W,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,140,470,190,38,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
771,772,R_1fkjWEwesoMDuyD,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,0,300,0,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
781,782,R_1Fm4tzC4awssz8W,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,100,200,500,35,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,0,0
791,792,R_1FmF558sXfo7lqc,11420 Southwest Queens (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
801,802,R_1Fs3kvB5CHaAO4d,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",300,200,200,300,56,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,0
810,811,R_1FzcEkNmrzezaj3,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,250,300,250,45,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
820,821,R_1g1quC9XhI8kzKS,10457 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",100,400,100,400,23,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
830,831,R_1GB2f22ivy22fDq,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,29,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,1,0
838,839,R_1GB53VxxZBWVgev,11203 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",20,200,400,380,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
847,848,R_1gbRDRUQZ3IODjH,11420 Southwest Queens (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",1000,0,0,0,42,1,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
854,855,R_1gbZTxN55LbKKHv,10001 Chelsea - Clinton (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,300,100,300,42,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
863,864,R_1geBndhPr8x7hGz,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",375,95,250,280,29,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,1
873,874,R_1GFbtzD7kmzijIJ,10004 Lower Manhattan (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,450,200,250,25,1,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
880,881,R_1gFolUISTof0Qr4,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",100,400,500,0,60,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
890,891,R_1GHORjAssebmRaX,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
899,900,R_1gMvudPoVlpEARb,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,42,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
909,910,R_1GNTRImz8S0b2K6,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",1000,0,0,0,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
917,918,R_1gpPKHc9Lxuh4WU,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,400,200,33,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,0,0,0
925,926,R_1gqLzgIKYGiTvUE,10003 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",150,250,300,300,38,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
935,936,R_1gtgq3QHo5hDd1m,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,25,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
945,946,R_1gun72uZojNATEn,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,500,100,23,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
952,953,R_1gw4vvyybwamjQD,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,300,200,100,68,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
961,962,R_1GWfWcq0dIaTPWH,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,700,0,0,53,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
971,972,R_1H2kElkgbtiiFLL,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,100,500,200,30,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
981,982,R_1H5I2J1XfuxxiVt,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",200,200,200,400,33,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
988,989,R_1H6xnZvPxbcTlEl,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",500,500,0,0,56,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
998,999,R_1hAtZuCIaLE52xN,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,150,150,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1008,1009,R_1HjJiJkX9SuB62S,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,32,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
1018,1019,R_1hLPG7NM7XD6sdy,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,200,200,100,26,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1028,1029,R_1hMCCYF1Y0y2KIC,11101 Long Island City - Astoria (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,200,300,53,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
1038,1039,R_1HnPJW0086BHpkT,10473 Pelham - Throgs Neck (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",250,250,250,250,54,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1048,1049,R_1HsH8Q5UwLFRKEh,11692 Rockaways (Queens),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,500,100,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1058,1059,R_1hxLOuRkTeyHtFm,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",0,500,0,500,25,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,1,1
1068,1069,R_1i27wrGovJEEjuu,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,100,800,0,42,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,1
1078,1079,R_1I5iZcdfmz8IunP,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",250,250,250,250,36,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
1088,1089,R_1I5V2tlto9URwjU,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",1000,0,0,0,36,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,0
1098,1099,R_1IDWjF6620tMk3I,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,200,800,0,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
1106,1107,R_1ie932CBcgFFlYw,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,200,0,400,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,6,0,1,1
1116,1117,R_1ieBYckpE3oHxhj,11415 Southwest Queens (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",800,0,200,0,52,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1126,1127,R_1IfMTvKTdqOTPLp,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",1000,0,0,0,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
1136,1137,R_1IFW41x8wppb8hI,11230 Borough Park (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",300,200,300,200,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,1,0
1145,1146,R_1IhLRCa14YlX03u,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",400,100,500,0,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
1155,1156,R_1IhpDg2ykFwJ19h,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,200,100,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
1164,1165,R_1IKrzDIYzH9p2Zg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,0,1000,0,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
1173,1174,R_1iljyKMIqF0DOss,10014 Greenwich Village - SoHo (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1,996,1,2,25,2,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
